name,nonwhite,district_percent_white,maj_min,standardized_vote_ideal_point,k_std_speech_ip,k_std_tweet_ip,feb_rank_vote,feb_rank_speech,feb_rank_tweet,bioguide_id,party,vote_ip_rank,kspeech_ip_rank,ktweet_ip_rank,k_vote_speech_gap,k_vote_tweet_gap,k_vote_speech_catgap,k_vote_tweet_catgap,gop,female,number_of_house_terms,rlvthouse,trump16,suburban,urban,district_unemployment_rate,allfreedom_v2,allprog_v2,allbluedog_v2,allnewdems_v2,allgoplead_v2,alldemlead_v2,allcmtechair_v2,alltopcmte_v2,tbip_floor_speeches,speech_ip_rank,allgoplead,alldemlead,allcmtechair,alltopcmte,var41,var42,allprobsolve_v2,allrsc_v2,allprog,allnewdems,allbluedog,allprobsolve,allrsc,allfreedom,present_cong115,present_cong116,born,district,dem,gender,black,hispanic,asianamer,house2016,house2016new,house2018,house2018new,clinton16,district_density,distict_density_sub,district_percent_female,district_percent_male,district_percent_senior,district_median_age,district_percent_black,district_percent_asian,district_percent_hispanic,district_percent_americanindian,district_mean_income,district_mean_minus_national_mea,district_median_income,district_median_minus_national_m,dwnominate_1,dwnominate_2,tbip_tweets,k_speech_tweet_gap,progressive_caucus_cong115,newdems_caucus_cong115,bluedog_caucus_cong115,problemsolvers_caucus_cong115,rsc_caucus_cong115,freedom_caucus_cong115,gop_leadership_cong115,dem_leadership_cong115,committeechair_cong115,topcommittee_cong115,progressive_caucus_cong116,newdems_caucus_cong116,bluedog_caucus_cong116,problemsolvers_caucus_cong116,rsc_caucus_cong116,freedom_caucus_cong116,gop_leadership_cong116,dem_leadership_cong116,committeechair_cong116,topcommittee_cong116,new116,rural,xgopfemale,xgopnonwhite,xgoprlvthouse,xgopterms,xgoptrump,xgopsuburban,xgopurban,xgoppercentwhite,xgopunemployment,xgopprobsolv,xgopcmtechair,xgoptopcmte,xgoprsc,xgopfreedom,xgopprog,xgopbluedog,xgopnewdems,xgopgoplead,xgopdemlead,k_vote_tweet_abscatgap,k_vote_speech_catgap_invert,k_vote_tweet_catgap_invert,k_vote_speech_gap_invert,k_vote_tweet_gap_invert,feb_gap_VS,feb_gap_VT,feb_gapcat_VS,feb_gapcat_VS_invert,feb_gapcat_VT_invert,minfemale,maj_black,maj_hispanic,maj_asian,demographic_sum,x_majmin_nonwhite,x_majblack_black,x_majhisp_hisp,x_female_majmin,x_female_majblack,x_female_majhisp
Mark Green (Tennessee),0,83.4,0,1.3322,1.22317,0.586064,449,411,257,G000590,Republican,503,435,266,68,237,1,5,1,0,1,66.856,67.5,0,0,2.5,1,0,0,0,0,0,0,0,0.401337,432,0,1,1,1,G000590,Mark Green (Tennessee),0,1,0,0,0,0,0,0,0,1,1964,TN-07,0,M,0,0,0,,0,66.856,66.856,28.2,Pure rural,Rural,50.58,49.42,0.44,38.2,9.7,2.1,5.4,0.3,90869,-1455,62720,-2992,0.747,0.193,0.298657,169,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,66.856,1,67.5,0,0,83.4,2.5,0,0,0,1,1,0,0,0,0,0,5,-1,-5,-68,-237,38,192,38,0,-4,0,0,0,0,100.9,0,0,0,0,0,0
Guy Reschenthaler,0,93.4,0,1.03369,0.749129,0.600453,394,326,260,R000610,Republican,441,340,269,101,172,2,3,1,0,1,57.9053,62.9,0,0,3,0,0,0,0,0,0,0,0,0.267527,325,0,0,0,0,R000610,Guy Reschenthaler,0,1,0,0,0,0,0,0,0,1,1983,PA-14,0,M,0,0,0,,0,57.9053,57.9053,33.9,Rural-suburban mix,Rural,51.05,48.95,0.43,45.6,3,0.9,1.5,0,78913,-13411,59165,-6547,0.346,0.409,0.303641,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,57.9053,1,62.9,0,0,93.4,3,0,0,0,1,0,0,0,0,0,0,3,-2,-3,-101,-172,68,134,68,-1,-3,0,0,0,0,98.8,0,0,0,0,0,0
Thomas Massie,0,91.9,0,0.779981,0.225261,0.600933,262,249,261,M001184,Republican,286,258,270,28,16,0,0,1,0,5,62.2378,65.2,0,0,1.9,0,0,0,0,0,0,0,0,0.119654,235,0,0,0,1,M001184,Thomas Massie,0,0,0,0,0,0,1,0,1,1,1971,KY-04,0,M,0,0,0,67.2887,0,62.2378,62.2378,29.3,Rural-suburban mix,Rural,50.63,49.37,0.45,39.7,3.2,1.6,3.4,0,89126,-3198,66327,615,0.678,-0.735,0.303807,-12,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,62.2378,5,65.2,0,0,91.9,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,-28,-16,13,1,13,0,0,0,0,0,0,100.1,0,0,0,0,0,0
Michael Waltz,0,79.7,0,1.00663,0.585738,0.619758,363,293,263,W000823,Republican,407,303,273,104,134,2,3,1,0,1,56.314,56.9,1,0,2,0,0,0,0,0,0,0,0,0.221406,286,0,0,0,0,W000823,Michael Waltz,0,1,0,0,0,0,1,1,0,1,1974,FL-06,0,M,0,0,0,,0,56.314,56.314,39.9,Sparse suburban,Suburban,51.46,48.54,0.69,48.2,10.9,1.9,13.4,0.2,73026,-19298,55281,-10431,0.398,-0.141,0.310327,30,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,56.314,1,56.9,1,0,79.7,2,0,0,0,1,0,0,0,0,0,0,3,-2,-3,-104,-134,70,100,70,-1,-2,0,0,0,0,106.1,0,0,0,0,0,0
Elise Stefanik,0,92.5,0,0.570437,0.381424,0.634284,242,263,265,S001196,Republican,259,272,275,-13,-16,0,0,1,1,3,49.4897,53.9,0,0,2.4,0,0,0,0,0,0,0,0,0.163734,236,1,0,1,1,S001196,Elise Stefanik,0,0,0,0,0,0,1,0,1,1,1984,NY-21,0,F,0,0,0,51.3536,0,49.4897,49.4897,40,Pure rural,Rural,49.56,50.44,0.49,41.5,2.8,1.2,3.4,0.5,74285,-18039,57320,-8392,0.219,0.001,0.315358,-3,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,49.4897,3,53.9,0,0,92.5,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,-21,-23,-21,0,0,0,0,0,0,100.4,0,0,0,0,0,0
Dusty Johnson,0,84.1,0,1.23545,0.610789,0.638544,440,298,266,J000301,Republican,492,308,276,184,216,4,4,1,0,1,60.3468,61.5,0,0,2,0,0,0,0,0,0,0,0,0.228478,306,0,0,0,0,J000301,Dusty Johnson,0,1,0,0,0,0,0,0,0,1,1976,SD-AL,0,M,0,0,0,,0,60.3468,60.3468,31.7,Pure rural,Rural,49.63,50.37,0.38,37.7,2.4,1.3,3.7,8.6,77650,-14674,59533,-6179,0.485,0.035,0.316834,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,60.3468,1,61.5,0,0,84.1,2,0,0,0,1,0,0,0,0,0,0,4,-4,-4,-184,-216,142,174,142,-3,-3,0,0,0,0,100.1,0,0,0,0,0,0
Barbara Comstock,0,68.7,0,0.722733,0.602668,0.655783,251,296,267,C001105,Republican,271,306,277,-35,-6,0,0,1,1,2,48.3973,42.2,1,0,3.1,0,0,0,0,0,0,0,0,0.226185,246,0,0,0,0,C001105,Barbara Comstock,1,0,0,0,0,1,0,0,1,0,1959,VA-10,0,F,0,0,0,48.3973,48.3973,,0,52.2,Sparse suburban,Suburban,49.93,50.07,15.63,38.4,6.7,16,13.6,0.2,163632,75768,127220,65283,0.276,0.389,0.322804,29,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,48.3973,2,42.2,1,0,68.7,3.1,1,0,0,0,0,0,0,0,0,0,0,0,0,35,6,-45,-16,-45,1,0,0,0,0,0,105.2,0,0,0,0,0,0
Van Taylor,0,67.2,0,1.19341,1.40521,0.663257,436,426,268,T000479,Republican,488,455,278,33,210,0,4,1,0,1,54.2445,54.8,1,0,2.8,0,0,0,0,0,0,0,0,0.452722,445,0,1,0,1,T000479,Van Taylor,0,1,0,1,0,1,0,0,0,1,1972,TX-03,0,M,0,0,0,,0,54.2445,54.2445,40.6,Dense suburban,Suburban,50.58,49.42,0.56,37.5,9.9,17.8,14.9,0.3,123320,30996,95619,29907,0.542,-0.144,0.325393,177,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,54.2445,1,54.8,1,0,67.2,2.8,0,0,0,1,0,0,0,0,0,0,4,0,-4,-33,-210,10,168,10,0,-3,0,0,0,0,110.1,0,0,0,0,0,0
Chip Roy,0,84.7,0,1.14496,0.571643,0.663816,433,289,269,R000614,Republican,484,299,279,185,205,4,4,1,0,1,50.2391,52.5,1,0,2.1,1,0,0,0,0,0,0,0,0.217428,298,0,0,0,0,R000614,Chip Roy,0,1,0,0,0,0,0,0,0,1,1972,TX-21,0,M,0,0,0,,0,50.2391,50.2391,42.5,Dense suburban,Suburban,51.15,48.85,0.8,38.9,4.2,3.8,30.5,0.8,107445,15121,73472,7760,0.8,-0.6,0.325587,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,50.2391,1,52.5,1,0,84.7,2.1,0,0,0,1,1,0,0,0,0,0,4,-4,-4,-185,-205,144,164,144,-3,-3,0,0,0,0,124,0,0,0,0,0,0
Lee Zeldin,0,85.5,0,0.851828,0.626671,0.670155,291,301,270,Z000017,Republican,323,311,281,12,42,0,0,1,0,3,45.0141,54.5,1,0,2.3,0,0,0,0,0,0,0,0,0.232961,272,0,0,0,0,Z000017,Lee Zeldin,0,0,0,0,0,0,1,0,1,1,1980,NY-01,0,M,0,0,0,45.7763,0,45.0141,45.0141,42.2,Sparse suburban,Suburban,51.61,48.39,0.96,42.3,5.2,4.1,17.9,0.1,136154,43830,101701,35989,0.386,-0.134,0.327782,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,45.0141,3,54.5,1,0,85.5,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,-12,-42,-10,21,-10,0,0,0,0,0,0,112.8,0,0,0,0,0,0
Bryan Steil,0,86.9,0,1.03068,0.612826,0.678497,392,300,271,S001213,Republican,439,310,282,129,157,2,3,1,0,1,54.5597,52.6,1,0,2.7,0,0,0,0,0,0,0,0,0.229053,300,0,0,0,0,S001213,Bryan Steil,0,1,0,0,0,0,1,0,0,1,1981,WI-01,0,M,0,0,0,,0,54.5597,54.5597,42.3,Sparse suburban,Suburban,50.31,49.69,0.72,40.9,6,2.2,10.1,0.3,86380,-5944,68695,2983,0.418,-0.07,0.330671,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,54.5597,1,52.6,1,0,86.9,2.7,0,0,0,1,0,0,0,0,0,0,3,-2,-3,-129,-157,92,121,92,-2,-2,0,0,0,0,105.5,0,0,0,0,0,0
Adam Kinzinger,0,89.3,0,0.802669,0.423319,0.689906,268,269,272,K000378,Republican,296,278,283,18,13,0,0,1,0,5,59.124,55.5,0,0,3.2,0,0,0,0,0,0,0,1,0.17556,246,0,0,0,0,K000378,Adam Kinzinger,1,0,0,0,0,0,1,0,1,1,1978,IL-16,0,M,0,0,0,79.6962,0,59.124,59.124,38.3,Rural-suburban mix,Rural,50.28,49.72,0.63,41.2,3.8,1.6,10.6,0.1,79014,-13310,62868,-2844,0.271,0.311,0.334623,-5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,59.124,5,55.5,0,0,89.3,3.2,1,0,1,0,0,0,0,0,0,0,0,0,0,-18,-13,-1,-4,-1,0,0,0,0,0,0,105.4,0,0,0,0,0,0
Michael Gallagher (Wisconsin),0,89,0,0.941063,0.410966,0.703497,323,266,273,G000579,Republican,365,275,284,90,81,2,1,1,0,2,63.6942,56.2,0,0,2,0,0,0,0,0,0,0,0,0.172073,262,0,0,0,1,G000579,Michael Gallagher (Wisconsin),1,1,0,0,0,0,1,0,1,1,1984,WI-08,0,M,0,0,0,63.1434,0,63.6942,63.6942,38.6,Rural-suburban mix,Rural,50.1,49.9,0.36,40.8,1.7,2.5,5.6,2.6,80874,-11450,65346,-366,0.441,-0.039,0.33933,-9,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,63.6942,2,56.2,0,0,89,2,1,0,0,1,0,0,0,0,0,0,1,-2,-1,-90,-81,57,50,57,-1,-1,0,0,0,0,101.4,0,0,0,0,0,0
Carol Miller (West Virginia),0,93.9,0,1.19849,1.21242,0.711261,437,404,274,M001205,Republican,489,428,285,61,204,1,4,1,1,1,56.3734,72.5,0,0,3.7,0,0,0,0,0,0,0,0,0.398301,421,0,0,0,0,M001205,Carol Miller (West Virginia),0,0,0,0,0,0,1,1,0,1,1950,WV-03,0,F,0,0,0,,0,56.3734,56.3734,23.3,Pure rural,Rural,51.1,48.9,0.45,44.2,4.1,0.5,1,0,58299,-34025,42553,-23159,0.453,0.387,0.342019,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,56.3734,1,72.5,0,0,93.9,3.7,0,0,0,0,0,0,0,0,0,0,4,-1,-4,-61,-204,33,163,33,0,-3,0,0,0,0,99.5,0,0,0,0,0,0
Gus M. Bilirakis,0,86.3,0,0.944889,1.02634,0.713015,325,374,275,B001257,Republican,367,394,286,-27,81,0,1,1,0,7,58.093,57.4,1,0,2.4,0,0,0,0,0,0,0,1,0.345777,324,1,0,1,0,B001257,Gus M. Bilirakis,0,1,0,0,0,0,1,0,1,1,1963,FL-12,0,M,0,0,0,63.6008,0,58.093,58.093,38.8,Sparse suburban,Suburban,52.03,47.97,0.72,46.5,5.5,3,14,0.3,77612,-14712,56761,-8951,0.405,0.013,0.342626,108,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,58.093,7,57.4,1,0,86.3,2.4,0,0,1,1,0,0,0,0,0,0,1,0,-1,27,-81,-49,50,-49,1,-1,0,0,0,0,109.1,0,0,0,0,0,0
Glenn Grothman,0,91.6,0,1.04321,0.276714,0.716559,404,252,276,G000576,Republican,452,261,287,191,165,4,3,1,0,3,55.4692,55.7,0,0,1.7,0,0,0,0,0,0,0,0,0.134177,259,0,0,0,0,G000576,Glenn Grothman,0,1,1,0,0,0,0,0,1,1,1955,WI-06,0,M,0,0,0,56.3517,0,55.4692,55.4692,38.8,Rural-suburban mix,Rural,50.26,49.74,0.36,42,2,2.6,4.8,0.5,82274,-10050,63251,-2461,0.618,-0.29,0.343854,-26,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,55.4692,3,55.7,0,0,91.6,1.7,0,0,0,1,0,0,0,0,0,0,3,-4,-3,-191,-165,152,128,152,-3,-2,0,0,0,0,101.5,0,0,0,0,0,0
"Mark Meadows, North Carolina",0,89.5,0,0.923737,0.453191,0.726388,315,273,277,M001187,Republican,357,282,288,75,69,1,1,1,0,4,59.2059,57.2,0,0,2,1,0,0,0,0,0,0,0,0.183992,264,0,0,0,0,M001187,"Mark Meadows, North Carolina",1,1,0,0,0,0,0,0,1,1,1959,NC-11,0,M,0,0,0,61.8651,0,59.2059,59.2059,39.9,Pure rural,Rural,51.16,48.84,0.71,45.8,3.3,1.1,6.7,1.8,68839,-23485,51884,-13828,0.604,-0.201,0.347258,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,59.2059,4,57.2,0,0,89.5,2,1,0,0,1,1,0,0,0,0,0,1,-1,-1,-75,-69,42,38,42,0,0,0,0,0,0,102.4,0,0,0,0,0,0
Bruce Poliquin,0,94.8,0,0.781112,0.459879,0.735658,264,274,278,P000611,Republican,289,283,289,6,0,0,0,1,0,2,50.9401,51.4,0,0,4.8,0,0,0,0,0,0,0,0,0.18588,246,0,0,0,1,P000611,Bruce Poliquin,0,1,0,0,1,0,0,0,1,0,1953,ME-02,0,M,0,0,0,50.9401,50.9401,,0,41.1,Pure rural,Rural,50.75,49.25,25.94,45.6,1.1,0.7,1.5,1,62612,-25252,46925,-15012,0.36,-0.182,0.350468,-6,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,50.9401,2,51.4,0,0,94.8,4.8,0,0,0,1,0,0,0,0,0,0,0,0,0,-6,0,-10,-14,-10,0,0,0,0,0,0,99.10001,0,0,0,0,0,0
Denver Riggleman,0,74.9,0,1.08988,1.22438,0.745663,425,412,279,R000611,Republican,475,436,290,39,185,0,4,1,0,1,53.1763,53.4,0,0,2.3,1,0,0,0,0,0,0,0,0.401679,418,0,0,0,0,R000611,Denver Riggleman,0,1,0,0,0,0,1,0,0,1,1970,VA-05,0,M,0,0,0,,0,53.1763,53.1763,42.3,Pure rural,Rural,51.33,48.67,0.54,43.2,19.4,1.7,3.8,0.4,81405,-10919,57615,-8097,0.484,-0.059,0.353934,146,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,53.1763,1,53.4,0,0,74.9,2.3,0,0,0,1,1,0,0,0,0,0,4,0,-4,-39,-185,13,146,13,0,-3,0,0,0,0,100.2,0,0,0,0,0,0
Peter T. King,0,73.9,0,0.613371,0.654879,0.749733,245,306,280,K000210,Republican,262,317,291,-55,-29,-1,0,1,0,14,46.6655,53,1,0,1.8,0,0,0,0,0,0,0,0,0.240923,245,0,0,0,0,K000210,Peter T. King,0,0,0,0,0,0,0,0,1,1,1944,NY-02,0,M,0,0,0,48.3448,0,46.6655,46.6655,43.9,Dense suburban,Suburban,50.74,49.26,1.04,40.6,10,4.1,23.6,0.5,128566,36242,108725,43013,0.26,-0.033,0.355343,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.6655,14,53,1,0,73.9,1.8,0,0,0,0,0,0,0,0,0,0,0,1,0,55,29,-61,-35,-61,1,0,0,0,0,0,112.1,0,0,0,0,0,0
Jeff Duncan,0,75.1,0,1.12511,1.18986,0.761181,430,399,281,D000615,Republican,481,422,292,59,189,1,4,1,0,5,67.7875,67,0,0,2.7,1,0,0,0,0,0,0,0,0.391935,411,0,0,0,0,D000615,Jeff Duncan,0,1,0,0,0,0,0,1,1,1,1966,SC-03,0,M,0,0,0,70.533,0,67.7875,67.7875,29,Pure rural,Rural,50.9,49.1,0.57,40.6,19.2,1,4.7,0.2,70574,-21750,50815,-14897,0.73,-0.192,0.359308,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,67.7875,5,67,0,0,75.1,2.7,0,0,0,1,1,0,0,0,0,0,4,-1,-4,-59,-189,31,149,31,0,-3,0,0,0,0,100.2,0,0,0,0,0,0
Debbie Lesko,0,82.8,0,1.28156,0.349506,0.761972,446,260,282,L000589,Republican,498,269,293,229,205,5,4,1,1,2,55.4618,58.1,1,0,2.6,1,0,0,0,0,0,0,0,0.154725,269,0,0,0,0,L000589,Debbie Lesko,0,1,0,1,0,0,0,0,1,1,1958,AZ-08,0,F,0,0,0,44.9051,0,55.4618,55.4618,37,Dense suburban,Suburban,51.77,48.23,1.14,42.9,5.1,3.8,21.6,1.3,88749,-3575,73632,7920,0.606,-0.055,0.359582,-24,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,55.4618,2,58.1,1,0,82.8,2.6,0,0,0,1,1,0,0,0,0,0,4,-5,-4,-229,-205,186,164,186,-4,-3,0,0,0,0,114.6,0,0,0,0,0,0
Leonard Lance,0,78.5,0,0.521755,0.490365,0.763245,241,275,283,L000567,Republican,256,284,294,-28,-38,0,0,1,0,5,50.5172,47.5,1,0,3.9,0,0,0,0,0,0,0,1,0.194485,237,0,0,0,0,L000567,Leonard Lance,0,0,0,0,0,0,1,0,1,0,1952,NJ-07,0,M,0,0,0,50.5172,50.5172,,0,48.6,Sparse suburban,Suburban,51.2,48.8,20.43,43,4.9,11.4,12.8,0.1,158568,70704,118810,56873,0.329,-0.237,0.360023,-10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.5172,5,47.5,1,0,78.5,3.9,0,0,1,0,0,0,0,0,0,0,0,0,0,28,38,-34,-42,-34,0,0,0,0,0,0,107.7,0,0,0,0,0,0
Bradley Byrne,0,66.9,0,1.04094,0.638887,0.765325,400,304,284,B001289,Republican,448,314,295,134,153,3,3,1,0,4,63.1563,63.5,0,0,3.2,0,0,0,0,0,0,0,0,0.236409,305,0,1,1,0,B001289,Bradley Byrne,0,1,0,0,0,0,0,0,1,1,1955,AL-01,0,M,0,0,0,78.8011,0,63.1563,63.1563,34.1,Rural-suburban mix,Rural,51.62,48.38,0.77,40.4,27.4,1.4,3.3,1,68866,-23458,50663,-15049,0.607,0.252,0.360743,19,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,63.1563,4,63.5,0,0,66.9,3.2,0,0,0,1,0,0,0,0,0,0,3,-3,-3,-134,-153,96,116,96,-2,-2,0,0,0,0,100,0,0,0,0,0,0
Francis Rooney,0,85,0,0.757521,0.108077,0.770409,259,237,285,R000607,Republican,281,245,296,36,-15,0,0,1,0,2,62.2676,59.6,1,0,1.9,0,0,0,0,0,0,0,0,0.086576,230,0,0,0,1,R000607,Francis Rooney,0,1,0,0,0,0,1,0,1,1,1953,FL-19,0,M,0,0,0,64.1302,0,62.2676,62.2676,37.5,Sparse suburban,Suburban,51.17,48.83,0.71,52,7.8,1.9,20.5,0.1,105337,13013,67598,1886,0.514,-0.518,0.362504,-51,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,62.2676,2,59.6,1,0,85,1.9,0,0,0,1,0,0,0,0,0,0,0,0,0,-36,15,22,-26,22,0,0,0,0,0,0,115.3,0,0,0,0,0,0
John Faso,0,87.8,0,0.582572,0.595699,0.785804,243,294,286,F000464,Republican,260,304,297,-44,-37,0,0,1,0,1,40.3872,50.8,0,0,4.7,0,0,0,0,0,0,0,0,0.224218,243,0,0,0,1,F000464,John Faso,0,0,0,0,0,0,1,0,1,0,1952,NY-19,0,M,0,0,0,40.3872,40.3872,,0,44,Pure rural,Rural,49.8,50.2,24.95,45,5.1,1.6,8.3,0.3,84315,-3549,63663,1726,0.234,-0.008,0.367836,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40.3872,1,50.8,0,0,87.8,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,44,37,-51,-43,-51,1,0,0,0,0,0,103.1,0,0,0,0,0,0
Rob Woodall,0,51.3,0,1.02786,0.15096,0.787945,387,242,287,W000810,Republican,434,251,298,183,136,4,3,1,0,5,50.0747,51.1,1,0,2,0,0,0,0,0,0,1,0,0.09868,250,0,0,0,1,W000810,Rob Woodall,0,1,1,0,0,0,0,0,1,1,1970,GA-07,0,M,0,0,0,55.2994,0,50.0747,50.0747,44.8,Sparse suburban,Suburban,50.92,49.08,1.12,36.2,21.5,15.8,20.2,0.5,105897,13573,80926,15214,0.603,-0.211,0.368577,-47,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,50.0747,5,51.1,1,0,51.3,2,0,1,0,1,0,0,0,0,0,0,3,-4,-3,-183,-136,145,100,145,-3,-2,0,0,0,0,109.3,0,0,0,0,0,0
Dan Meuser,0,92.2,0,1.20748,1.40685,0.793886,439,427,288,M001204,Republican,491,456,299,35,192,0,4,1,0,1,59.7456,65,0,0,2.2,0,0,0,0,0,0,0,0,0.453184,447,0,0,0,0,M001204,Dan Meuser,0,1,0,1,1,1,0,0,0,1,1964,PA-09,0,M,0,0,0,,0,59.7456,59.7456,31,Pure rural,Rural,50.68,49.32,0.52,44.2,2.6,1.2,7.1,0.3,77914,-14410,62078,-3634,0.583,0.466,0.370635,157,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,59.7456,1,65,0,0,92.2,2.2,0,0,0,1,0,0,0,0,0,0,4,0,-4,-35,-192,12,151,12,0,-3,0,0,0,0,103.4,0,0,0,0,0,0
Matt Gaetz,0,76.4,0,0.992318,0.696491,0.795298,348,318,289,G000578,Republican,391,331,300,60,91,1,2,1,0,2,67.0586,67.5,0,0,2.8,1,0,0,0,0,0,0,0,0.252669,303,0,0,0,0,G000578,Matt Gaetz,0,1,0,0,0,0,0,0,1,1,1982,FL-01,0,M,0,0,0,68.1483,0,67.0586,67.0586,28.2,Rural-suburban mix,Rural,49.76,50.24,0.47,38.8,12.9,2.4,6.9,0.4,79218,-13106,58358,-7354,0.626,-0.556,0.371124,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,67.0586,2,67.5,0,0,76.4,2.8,0,0,0,1,1,0,0,0,0,0,2,-1,-2,-60,-91,30,59,30,0,-1,0,0,0,0,99,0,0,0,0,0,0
Ed Royce,0,50.4,0,0.785783,-0.259937,0.803449,265,203,290,R000487,Republican,291,208,301,83,-10,1,0,1,0,13,53.0016,42.9,1,0,4.6,0,0,0,0,1,0,1,0,-0.017305,205,0,0,0,0,R000487,Ed Royce,0,1,0,1,1,0,0,0,1,0,1951,CA-39,0,M,0,0,0,53.0016,53.0016,,0,51.5,Dense suburban,Suburban,51.18,48.82,18.98,38.4,2.7,32.8,33.4,0.7,117342,29478,89695,27758,0.657,-0.353,0.373947,-93,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,53.0016,13,42.9,1,0,50.4,4.6,0,1,0,1,0,0,0,0,1,0,0,-1,0,-83,10,62,-25,62,-1,0,0,0,0,0,120,0,0,0,0,0,0
Ralph Abraham,0,60.6,0,0.992745,1.22812,0.811361,349,413,291,A000374,Republican,392,437,302,-45,90,-1,2,1,0,3,66.5419,63.5,0,0,2.9,0,0,0,0,0,0,0,0,0.402733,360,0,0,0,0,A000374,Ralph Abraham,0,1,1,0,0,1,0,0,1,1,1954,LA-05,0,M,0,0,0,55.0383,0,66.5419,66.5419,34.1,Pure rural,Rural,50.14,49.86,0.78,38.3,35.1,0.8,2.7,0.3,60324,-32000,41257,-24455,0.527,0.301,0.376688,135,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,66.5419,3,63.5,0,0,60.6,2.9,0,0,0,1,0,0,0,0,0,0,2,1,-2,45,-90,-64,58,-64,1,-1,0,0,0,0,99.5,0,0,0,0,0,0
Tim Burchett,0,89,0,1.25018,1.59918,0.812601,442,443,292,B001309,Republican,494,475,303,19,191,0,4,1,0,1,65.9418,65.1,0,0,2.1,0,0,0,0,0,0,0,0,0.507473,465,0,0,0,0,B001309,Tim Burchett,0,1,0,0,0,0,0,1,0,1,1964,TN-02,0,M,0,0,0,,0,65.9418,65.9418,29.7,Rural-suburban mix,Rural,51.33,48.67,0.41,40.5,5.9,1.6,4.4,0.3,78752,-13572,57777,-7935,0.72,-0.219,0.377117,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,65.9418,1,65.1,0,0,89,2.1,0,0,0,1,0,0,0,0,0,0,4,0,-4,-19,-191,-1,150,-1,0,-3,0,0,0,0,101.2,0,0,0,0,0,0
